"route_id","agency_id","route_short_name","route_long_name","route_desc","route_type","route_url","route_color","route_text_color","route_sort_order","continuous_pickup","continuous_drop_off"
"1012-109123","1012-ARR","262","Geldermalsen - Tricht","","3","","98c818","000000","","",""
"1012-109125","1012-ARR","263","Maurik - Beusichem","","3","","98c818","000000","","",""
"1012-109127","1012-ARR","265","Beneden-Leeuwen - Dreumel","","3","","98c818","000000","","",""
"1012-109129","1012-ARR","266","Zaltbommel - Wijk en Aalburg","","3","","98c818","000000","","",""
"1012-109131","1012-ARR","267","Hedel - Zaltbommel","","3","","98c818","000000","","",""
"1012-109133","1012-ARR","268","Zaltbommel - Giessen","","3","","98c818","000000","","",""
"1012-109135","1012-ARR","543","Tiel - Geldermalsen","","3","","00becd","000000","","",""
"1012-109155","1012-ARR","673","Leerdam - Gorinchem","","3","","00becd","000000","","",""
"1012-109161","1012-ARR","C11","Bocholt - Aalten","","3","","808080","000000","","",""
"1012-109163","1012-ARR","23","Borculo - Doetinchem","","3","","00becd","000000","","",""
"1012-109165","1012-ARR","24","'s-Heerenberg - Doetinchem","","3","","00becd","000000","","",""
"1012-109167","1012-ARR","27","Arnhem via Giesbeek - Doetinchem","","3","","00becd","000000","","",""
"1012-109169","1012-ARR","28","Gendringen - Doetinchem","","3","","00becd","000000","","",""
"1012-109171","1012-ARR","29","Arnhem via Rheden - Doetinchem","","3","","00becd","000000","","",""
"1012-109173","1012-ARR","40","Dinxperlo via Terborg - Doetinchem","","3","","00becd","000000","","",""
"1012-109175","1012-ARR","51","Vorden - Doetinchem","","3","","00becd","000000","","",""
"1012-109177","1012-ARR","52","Laren - Lochem","","3","","00becd","000000","","",""
"1012-109179","1012-ARR","57","Deventer - Borculo","","3","","00becd","000000","","",""
"1012-109181","1012-ARR","58","Zutphen - Borculo","","3","","00becd","000000","","",""
"1012-109183","1012-ARR","72","Neede - Lichtenvoorde","","3","","00becd","000000","","",""
"1012-109185","1012-ARR","73","Enschede - Winterswijk","","3","","00becd","000000","","",""
"1012-109187","1012-ARR","74","Enschede - Doetinchem","","3","","00becd","000000","","",""
"1012-109189","1012-ARR","81","Zutphen - Deventer","","3","","00becd","000000","","",""
"1012-109191","1012-ARR","82","Zutphen - Doetinchem","","3","","00becd","000000","","",""
"1012-109193","1012-ARR","83","Zutphen via Warnsveld - Zutphen","","3","","00becd","000000","","",""
"1012-109195","1012-ARR","84","Zutphen via Zuidwijken - Zutphen","","3","","00becd","000000","","",""
"1012-109197","1012-ARR","174","Varsseveld - Westendorp","","3","","98c818","000000","","",""
"1012-109199","1012-ARR","191","Ruurlo - Aalten","","3","","98c818","000000","","",""
"1012-109201","1012-ARR","193","Zutphen via Wichmond - Kranenburg","","3","","98c818","000000","","",""
"1012-109203","1012-ARR","194","Zelhem via Dinxperlo - Aalten","","3","","98c818","000000","","",""
"1012-109205","1012-ARR","195","Megchelen - Terborg","","3","","98c818","000000","","",""
"1012-109207","1012-ARR","196","Nieuw-Dijk via Wehl - 's-Heerenberg","","3","","98c818","000000","","",""
"1012-109209","1012-ARR","197","'s-Heerenberg - Terborg","","3","","98c818","000000","","",""
"1012-109211","1012-ARR","198","Neede via Borculo - Groenlo","","3","","98c818","000000","","",""
"1012-109213","1012-ARR","199","Haaksbergen via Rekken - Eibergen","","3","","98c818","000000","","",""
"1012-109215","1012-ARR","428","Dinxperlo via Gendringen - Doetinchem","","3","","00becd","000000","","",""
"1012-109217","1012-ARR","450","Zutphen via Laren - Zutphen","","3","","00becd","000000","","",""
"1012-109219","1012-ARR","458","Borculo via Lochem en Ruurlo - Borculo","","3","","00becd","000000","","",""
"1012-109221","1012-ARR","480","Zutphen via Warnsveld en Zuidwijken - Zutphen","","3","","00becd","000000","","",""
"1012-109223","1012-ARR","612","Doetinchem Station - Tweede Loolaan","","3","","00becd","000000","","",""
"1012-109225","1012-ARR","623","Doetinchem Station - Graafschap College","","3","","00becd","000000","","",""
"1012-109226","1012-ARR","627","Giesbeek - Doetinchem","","3","","00becd","000000","","",""
"1012-109227","1012-ARR","628","Dinxperlo via Ulft - Doetinchem","","3","","00becd","000000","","",""
"1012-109228","1012-ARR","651","Zutphen - Doetinchem","","3","","00becd","000000","","",""
"1012-109230","1012-ARR","656","Doetinchem - Apeldoorn","","3","","00becd","000000","","",""
"1012-109232","1012-ARR","697","Stokkum - Silvolde","","3","","00becd","000000","","",""
"1012-109238","1012-ARR","858","Vorden - Borculo - Vorden","","3","","00becd","000000","","",""
"1012-110296","1012-ARR","1","Station via Plaswijck en Groenhoven - Station","","3","","ff9dbb","000000","","",""
"1012-110297","1012-ARR","2","Westergouwe - Station","","3","","ff9dbb","000000","","",""
"1012-110298","1012-ARR","3","Station - Goverwelle","","3","","ff9dbb","000000","","",""
"1012-110299","1012-ARR","4","Station via Groenhoven en Plaswijck - Station","","3","","ff9dbb","000000","","",""
"1012-110300","1012-ARR","1","Leiderdorp Ziekenhuis - Leiden Station De Vink","","3","","ff9dbb","000000","","",""
"1012-110301","1012-ARR","2","Leiderdorp Oranjewijk - Leiden Station De Vink","","3","","ff9dbb","000000","","",""
"1012-110302","1012-ARR","3","Leiden Station De Vink - Leiden Merenwijk","","3","","ff9dbb","000000","","",""
"1012-110303","1012-ARR","4","Leiden Station De Vink - Leiden Merenwijk","","3","","ff9dbb","000000","","",""
"1012-110304","1012-ARR","5","Leiden Centraal - Voorschoten Starrenburg","","3","","ff9dbb","000000","","",""
"1012-110305","1012-ARR","6","Leiden Centraal - Leiderdorp Leyhof","","3","","ff9dbb","000000","","",""
"1012-110306","1012-ARR","7","Leiden Centraal - Zoeterwoude-Rd Grote Polder","","3","","ff9dbb","000000","","",""
"1012-110307","1012-ARR","8","Leiden Centraal - Oegstgeest Haaswijk","","3","","ff9dbb","000000","","",""
"1012-110308","1012-ARR","9","Leiden Centraal - Bio Science Park","","3","","ff9dbb","000000","","",""
"1012-110309","1012-ARR","20","Leiden Centraal via Pickeplein - Noordwijk","","3","","a4d71c","000000","","",""
"1012-110310","1012-ARR","21","Leiden Centraal via Boerenburg - Noordwijk","","3","","a4d71c","000000","","",""
"1012-110311","1012-ARR","38","Leiden Centraal via Valkenburg - Unmanned Valley","","3","","a4d71c","000000","","",""
"1012-110312","1012-ARR","50","Leiden Centraal - Haarlem","","3","","a4d71c","000000","","",""
"1012-110313","1012-ARR","56","Leiden Centraal - Leimuiden","","3","","a4d71c","000000","","",""
"1012-110314","1012-ARR","57","Nieuw-Vennep via Noordwijkerhout - Leiden Centraal","","3","","a4d71c","000000","","",""
"1012-110315","1012-ARR","3","Station via Kerk en Zanen - Station","","3","","ffae6c","000000","","",""
"1012-110316","1012-ARR","4","Station via Molenwetering - Station","","3","","ffae6c","000000","","",""
"1012-110317","1012-ARR","1","Station via Ridderveld Oost en West - Station","","3","","ffae6c","000000","","",""
"1012-110318","1012-ARR","2","Station via Ridderveld West en Oost - Station","","3","","ffae6c","000000","","",""
"1012-110319","1012-ARR","90","Leiden Centraal - Lisse","","3","","a4d71c","000000","","",""
"1012-110320","1012-ARR","101","Nieuwkoop - Woerden","","3","","a4d71c","000000","","",""
"1012-110321","1012-ARR","147","Alphen aan den Rijn via Zevenhoven - Uithoorn","","3","","a4d71c","000000","","",""
"1012-110322","1012-ARR","165","Alphen aan den Rijn - Zoetermeer","","3","","a4d71c","000000","","",""
"1012-110323","1012-ARR","169","Leiden Centraal - Alphen aan den Rijn","","3","","a4d71c","000000","","",""
"1012-110324","1012-ARR","175","Rotterdam Nesselande - Gouda","","3","","a4d71c","000000","","",""
"1012-110325","1012-ARR","178","Bodegraven - Gouda","","3","","a4d71c","000000","","",""
"1012-110326","1012-ARR","182","Leiden Centraal via Ter Aar - Alphen aan den Rijn","","3","","a4d71c","000000","","",""
"1012-110327","1012-ARR","183","Leiden Centraal - Alphen aan den Rijn","","3","","a4d71c","000000","","",""
"1012-110328","1012-ARR","187","Leiden Centraal - Boskoop","","3","","a4d71c","000000","","",""
"1012-110329","1012-ARR","190","Rotterdam Alexander via Moordrecht - Gouda","","3","","a4d71c","000000","","",""
"1012-110330","1012-ARR","194","Rotterdam Capelsebrug via Lekkerkerk - Bergambacht","","3","","a4d71c","000000","","",""
"1012-110331","1012-ARR","196","Rotterdam Capelsebrug via Ouderkerk - Gouda","","3","","a4d71c","000000","","",""
"1012-110332","1012-ARR","247","Alphen aan den Rijn - Uithoorn","","3","","a4d71c","000000","","",""
"1012-110333","1012-ARR","278","Bodegraven via Broekvelden - Gouda","","3","","a4d71c","000000","","",""
"1012-110334","1012-ARR","282","Alphen aan den Rijn - Ter Aar","","3","","a4d71c","000000","","",""
"1012-110335","1012-ARR","292","Rotterdam Capelsebrug - Lekkerkerk","","3","","a4d71c","000000","","",""
"1012-110336","1012-ARR","295","Rotterdam Capelsebrug - Utrecht Centraal","","3","","a4d71c","000000","","",""
"1012-110344","1012-ARR","400","Leiden Centraal - Zoetermeer","","3","","ff0000","000000","","",""
"1012-110345","1012-ARR","410","Leiderdorp Ziekenhuis - Leiden Centraal","","3","","ff0000","000000","","",""
"1012-110346","1012-ARR","430","Leiden Centraal - Katwijk ESA Estec","","3","","ff0000","000000","","",""
"1012-110347","1012-ARR","431","Leiden Centraal - Katwijk Boulevard-Zuid","","3","","ff0000","000000","","",""
"1012-110348","1012-ARR","432","Leiden Centraal - Katwijk ESA Estec","","3","","ff0000","000000","","",""
"1012-110349","1012-ARR","470","Alphen aan den Rijn - Schiphol Airport","","3","","ff0000","000000","","",""
"1012-110350","1012-ARR","497","Schoonhoven - Gouda","","3","","ff0000","000000","","",""
"1012-110351","1012-ARR","685","Oegstgeest Leidsebuurt - Den Haag Centraal","","3","","0047a5","ffffff","","",""
"1012-110352","1012-ARR","722","Bodegraven - Alphen aan den Rijn","","3","","b4b4b4","000000","","",""
"1012-110353","1012-ARR","723","Roelofarendsveen - Lisse","","3","","b4b4b4","000000","","",""
"1012-110355","1012-ARR","724","Bodegraven via Woerden - Bodegraven","","3","","c0c0c0","000000","","",""
"1012-110356","1012-ARR","725","Lekkerkerk via Berkenwoude - Stolwijk","","3","","b4b4b4","000000","","",""
"1012-110357","1012-ARR","726","Gouda via Reeuwijk - Gouda","","3","","c0c0c0","000000","","",""
"1012-110358","1012-ARR","727","Ter Aar via Woubrugge - Ter Aar","","3","","b4b4b4","000000","","",""
"1012-110359","1012-ARR","728","Boskoop via Boskoop Oost - Boskoop","","3","","b4b4b4","000000","","",""
"1012-110360","1012-ARR","870","Alphen aan den Rijn - Schiphol Airport","","3","","ff0000","000000","","",""
"1012-110420","1012-ARR","361","Sassenheim via Lisse - Schiphol Airport","","3","","0047a5","ffffff","","",""
"1012-110421","1012-ARR","365","Schiphol Airport - Leiden Centraal","","3","","0047a5","ffffff","","",""
"1012-110422","1012-ARR","382","Waddinxveen via Zoetermeer A12 - Den Haag Centraal","","3","","0047a5","ffffff","","",""
"1012-110423","1012-ARR","383","Rotterdam via Zoetermeer - Den Haag Centraal","","3","","0047a5","ffffff","","",""
"1012-110424","1012-ARR","384","Waddinxveen via Moerkapelle - Den Haag Centraal","","3","","0047a5","ffffff","","",""
"1012-110425","1012-ARR","385","Sassenheim via Noordwijk - Den Haag Centraal","","3","","0047a5","ffffff","","",""
"1012-110426","1012-ARR","386","Gouda via Moerkapelle - Den Haag Centraal","","3","","0047a5","ffffff","","",""
"1012-110562","1012-ARR","79","Horst Station - Toverland","","3","","","","","",""
"1012-110563","1012-ARR","12","Buitenpost - Drachten","","3","","ff00ff","000000","","",""
"1012-110564","1012-ARR","13","Leeuwarden via Surhuisterveen - Drachten","","3","","e6bd1a","000000","","",""
"1012-110565","1012-ARR","14","Leeuwarden via Drachten - Oosterwolde","","3","","800080","ffffff","","",""
"1012-110566","1012-ARR","17","Heerenveen via Noordwolde - Steenwijk","","3","","ff00ff","000000","","",""
"1012-110567","1012-ARR","18","Noordwolde - Oosterwolde","","3","","0080ff","000000","","",""
"1012-110568","1012-ARR","20","Leeuwarden via Drachten - Heerenveen","","3","","0000a0","ffffff","","",""
"1012-110569","1012-ARR","21","Leeuwarden via Drachten - Heerenveen","","3","","00ffff","000000","","",""
"1012-110570","1012-ARR","22","Warten - Leeuwarden","","3","","00ff00","000000","","",""
"1012-110571","1012-ARR","23","Heerenveen via Tijnje - Drachten","","3","","ff80ff","000000","","",""
"1012-110572","1012-ARR","28","Heerenveen via Grou - Leeuwarden","","3","","800080","ffffff","","",""
"1012-110573","1012-ARR","35","Sneek - Franeker","","3","","ff8040","000000","","",""
"1012-110574","1012-ARR","41","Balk - Heerenveen","","3","","ff80c0","000000","","",""
"1012-110575","1012-ARR","42","Sneek - Lemmer","","3","","0080ff","000000","","",""
"1012-110576","1012-ARR","44","Bolsward - Balk","","3","","0000ff","ffffff","","",""
"1012-110577","1012-ARR","45","Sneek - Hemelum","","3","","ff8000","000000","","",""
"1012-110578","1012-ARR","46","Sneek - Oudega v.v.","","3","","ff00ff","000000","","",""
"1012-110579","1012-ARR","47","Sneek via Balk - Lemmer","","3","","8080ff","000000","","",""
"1012-110580","1012-ARR","48","Lemmer - Heerenveen","","3","","008000","ffffff","","",""
"1012-110581","1012-ARR","51","Dokkum via Damwâld - Leeuwarden","","3","","00ff00","000000","","",""
"1012-110582","1012-ARR","52","Dokkum - Peazens","","3","","8080ff","000000","","",""
"1012-110583","1012-ARR","55","Dokkum - Drachten","","3","","008000","ffffff","","",""
"1012-110584","1012-ARR","60","Dokkum via Holwert - Leeuwarden","","3","","00ffff","000000","","",""
"1012-110585","1012-ARR","62","Buitenpost - Leeuwarden","","3","","ff8040","000000","","",""
"1012-110586","1012-ARR","63","Dokkum - Buitenpost","","3","","ff80ff","000000","","",""
"1012-110587","1012-ARR","66","Holwert - Leeuwarden","","3","","00ff00","000000","","",""
"1012-110588","1012-ARR","70","Minnertsga - Leeuwarden","","3","","008000","ffffff","","",""
"1012-110589","1012-ARR","71","Kop Afsluitdijk via Minnertsga - Leeuwarden","","3","","ff8000","000000","","",""
"1012-110590","1012-ARR","72","Sint Annaparochie via Stiens - Leeuwarden","","3","","ff0080","000000","","",""
"1012-110591","1012-ARR","74","Franeker via Minnertsga - Leeuwarden","","3","","00ffff","000000","","",""
"1012-110592","1012-ARR","84","Drachten via Veenhuizen - Assen","","3","","004040","ffffff","","",""
"1012-110593","1012-ARR","91","Sneek - Heerenveen","","3","","0000a0","ffffff","","",""
"1012-110594","1012-ARR","92","Bolsward - Leeuwarden","","3","","ff0080","000000","","",""
"1012-110595","1012-ARR","94","Sneek - Reduzum","","3","","ff80ff","000000","","",""
"1012-110596","1012-ARR","95","Heerenveen via Joure - Leeuwarden","","3","","ff8040","000000","","",""
"1012-110597","1012-ARR","96","Makkum - Bolsward","","3","","00ff00","000000","","",""
"1012-110598","1012-ARR","97","Harlingen via Franeker - Leeuwarden","","3","","e6bd1a","000000","","",""
"1012-110599","1012-ARR","98","Kop Afsluitdijk via Makkum - Bolsward","","3","","ff8000","000000","","",""
"1012-110600","1012-ARR","99","Harlingen - Sneek","","3","","008000","ffffff","","",""
"1012-110601","1012-ARR","101","Grootegast via Buitenpost - Kootstertille","","3","","8000ff","ffffff","","",""
"1012-110602","1012-ARR","102","Makkum - Hindeloopen","","3","","8000ff","ffffff","","",""
"1012-110603","1012-ARR","103","Stavoren - Hemelum","","3","","8000ff","ffffff","","",""
"1012-110604","1012-ARR","104","Tijnje via Gorredijk - Een","","3","","8000ff","ffffff","","",""
"1012-110605","1012-ARR","108","Wolvega - Scherpenzeel v.v.","","3","","8000ff","ffffff","","",""
"1012-110606","1012-ARR","114","Leeuwarden via Drachten - Assen","","3","","ff80c0","000000","","",""
"1012-110607","1012-ARR","115","Heerenveen via Oosterwolde - Assen","","3","","ff8000","000000","","",""
"1012-110608","1012-ARR","116","Wolvega - Oosterwolde","","3","","808000","000000","","",""
"1012-110609","1012-ARR","150","Dokkum via Holwert - Leeuwarden","","3","","ff80ff","000000","","",""
"1012-110610","1012-ARR","154","Dokkum via Holwert - Leeuwarden","","3","","800080","ffffff","","",""
"1012-110611","1012-ARR","155","Lauwersoog - Leeuwarden","","3","","ff00ff","000000","","",""
"1012-110612","1012-ARR","191","Sneek - Heerenveen","","3","","0080ff","000000","","",""
"1012-110613","1012-ARR","192","Bolsward - Leeuwarden","","3","","ff00ff","000000","","",""
"1012-110614","1012-ARR","199","Harlingen - Sneek","","3","","b0d29e","000000","","",""
"1012-110615","1012-ARR","2","Busstation - Aldlân Oost","","3","","80ff00","000000","","",""
"1012-110616","1012-ARR","3","Busstation - Camminghaburen","","3","","008080","ffffff","","",""
"1012-110617","1012-ARR","4","Busstation - Nijlân","","3","","e6bd1a","000000","","",""
"1012-110618","1012-ARR","6","Busstation - Bilgaard v.v.","","3","","ff8040","000000","","",""
"1012-110619","1012-ARR","7","Busstation - Zuiderburen","","3","","0080c0","000000","","",""
"1012-110620","1012-ARR","8","Busstation - Vrijheidswijk","","3","","80ffff","000000","","",""
"1012-110621","1012-ARR","24","Busstation via Aldlân/Nijlân - Busstation","","3","","8080ff","000000","","",""
"1012-110622","1012-ARR","315","Emmeloord - Groningen","","3","","0080c0","000000","","",""
"1012-110623","1012-ARR","320","Leeuwarden via Drachten - Heerenveen","","3","","0080c0","000000","","",""
"1012-110624","1012-ARR","324","Emmeloord via Drachten - Groningen","","3","","0080c0","000000","","",""
"1012-110625","1012-ARR","350","Alkmaar - Leeuwarden","","3","","0080c0","000000","","",""
"1012-110626","1012-ARR","355","Dokkum - Leeuwarden","","3","","0080c0","000000","","",""
"1012-110627","1012-ARR","356","Dokkum - Drachten","","3","","0080c0","000000","","",""
"1012-110628","1012-ARR","511","Akkrum - Drachten","","3","","008080","ffffff","","",""
"1012-110629","1012-ARR","513","Feanwâlden via Surhuisterveen - Drachten","","3","","ff8000","000000","","",""
"1012-110630","1012-ARR","515","Heerenveen - Jubbega","","3","","ff8040","000000","","",""
"1012-110631","1012-ARR","516","Wolvega - Oosterwolde","","3","","00ff00","000000","","",""
"1012-110632","1012-ARR","517","Wolvega via Noordwolde - Steenwijk","","3","","ff80c0","000000","","",""
"1012-110633","1012-ARR","518","Noordwolde - Oosterwolde","","3","","8080ff","000000","","",""
"1012-110634","1012-ARR","519","Gorredijk - Noordwolde","","3","","0080ff","000000","","",""
"1012-110635","1012-ARR","535","Sneek - Franeker","","3","","ffff00","000000","","",""
"1012-110636","1012-ARR","538","Wommels - Sneek","","3","","00ff00","000000","","",""
"1012-110637","1012-ARR","539","Ferwoude - Sneek","","3","","00ffff","000000","","",""
"1012-110638","1012-ARR","544","Bolsward - Sondel","","3","","0080ff","000000","","",""
"1012-110639","1012-ARR","548","Lemmer - Heerenveen","","3","","00ff00","000000","","",""
"1012-110640","1012-ARR","552","Dokkum - Paezens","","3","","800040","ffffff","","",""
"1012-110641","1012-ARR","560","Dokkum - Holwert","","3","","008000","ffffff","","",""
"1012-110642","1012-ARR","561","Damwâld - Buitenpost","","3","","0080ff","000000","","",""
"1012-110643","1012-ARR","573","Stiens - Oudebildtzijl v.v.","","3","","0080c0","000000","","",""
"1012-110644","1012-ARR","575","Franeker - Witmarsum","","3","","8000ff","ffffff","","",""
"1012-110645","1012-ARR","584","Drachten via Veenhuizen - Assen","","3","","00ff00","000000","","",""
"1012-110646","1012-ARR","593","Sneek - Leeuwarden","","3","","0000a0","ffffff","","",""
"1012-110647","1012-ARR","594","Sneek - Reduzum","","3","","800080","ffffff","","",""
"1012-110650","1012-ARR","611","Busstation - Caparis Hemrik","","3","","e6bd1a","000000","","",""
"1012-110652","1012-ARR","621","Akkrum - Gorredijk","","3","","008040","ffffff","","",""
"1012-111175","1012-ARR","1","Malberg via Mumc - De Heeg","","3","","ff00ff","000000","","",""
"1012-111176","1012-ARR","2","Oud Caberg via Heer - De Heeg","","3","","800080","ffffff","","",""
"1012-111177","1012-ARR","3","Wolder via Koningsplein - Nazareth/P+R Noord","","3","","339966","000000","","",""
"1012-111178","1012-ARR","4","Pottenberg/Caberg via Scharn - Valkenburg","","3","","ffcc00","000000","","",""
"1012-111179","1012-ARR","5","Daalhof via Mumc - Heugem","","3","","0000ff","ffffff","","",""
"1012-111180","1012-ARR","6","Daalhof via De Geusselt - Amby","","3","","00ffff","000000","","",""
"1012-111181","1012-ARR","7","Mumc/Mecc via Sibemaweg - Caberg/Pottenberg","","3","","ffff00","000000","","",""
"1012-111182","1012-ARR","8","Maastricht Boschpoort via Bemelen - Valkenburg","","3","","7570b3","000000","","",""
"1012-111183","1012-ARR","9","Maastricht Kon Emmaplein via Borgharen - Bunde","","3","","99cc00","000000","","",""
"1012-111184","1012-ARR","10","P+R Noord via Centrum - Heer","","3","","ff0000","000000","","",""
"1012-111185","1012-ARR","11","Maastricht Station via Centrum - Station.","","3","","c6a572","000000","","",""
"1012-111186","1012-ARR","12","Maastricht Boschpoort - Villapark","","3","","007446","ffffff","","",""
"1012-111187","1012-ARR","13","Maastricht Station - Kanne (B)","","3","","524fa2","ffffff","","",""
"1012-111188","1012-ARR","15","Daalhof via Station en Mumc - Eijsden","","3","","00a886","000000","","",""
"1012-111189","1012-ARR","16","Sittard via Born - Obbicht","","3","","00becd","000000","","",""
"1012-111190","1012-ARR","17","Sittard via Nedcar/Holtum en Born - Sittard.","","3","","00becd","000000","","",""
"1012-111191","1012-ARR","18","Sittard via Born en Holtum/Nedcar - Sittard.","","3","","00becd","000000","","",""
"1012-111192","1012-ARR","27","Kerkrade Parkstad Stadion - Herzogenrath","","3","","00becd","000000","","",""
"1012-111193","1012-ARR","28","Nuth - Voerendaal","","3","","00becd","000000","","",""
"1012-111194","1012-ARR","30","Maastricht via MA Airport - Sittard","","3","","00becd","000000","","",""
"1012-111195","1012-ARR","32","Sittard via Stein / Beek en Geleen - Sittard.","","3","","00becd","000000","","",""
"1012-111196","1012-ARR","33","Sittard via Geleen en Beek / Stein - Sittard.","","3","","00becd","000000","","",""
"1012-111197","1012-ARR","35","Sittard via Susteren - Maaseik","","3","","00becd","000000","","",""
"1012-111198","1012-ARR","36","Sittard via Schinveld - Brunssum","","3","","00becd","000000","","",""
"1012-111199","1012-ARR","37","Sittard via Merkelbeek - Brunssum","","3","","00becd","000000","","",""
"1012-111200","1012-ARR","39","Urmond via Berg a/d Maas - Sittard","","3","","00becd","000000","","",""
"1012-111201","1012-ARR","40","Heerlen via Hoensbroek - Sittard","","3","","00becd","000000","","",""
"1012-111202","1012-ARR","43","Heerlen via Simpelveld - Vaals","","3","","00becd","000000","","",""
"1012-111203","1012-ARR","44","Heerlen via Parkstad Stadion - Aachen","","3","","00becd","000000","","",""
"1012-111204","1012-ARR","47","Gulpen via Simpelveld - Parkstad Stadion","","3","","00becd","000000","","",""
"1012-111205","1012-ARR","51","Valkenburg via Sibbe - Margraten","","3","","00becd","000000","","",""
"1012-111206","1012-ARR","52","Heerlen via Hulsberg - Meerssen","","3","","00becd","000000","","",""
"1012-111207","1012-ARR","53","Hoensbroek via Schinnen - Geleen","","3","","00becd","000000","","",""
"1012-111208","1012-ARR","54","Gulpen via Valkenburg - Geleen","","3","","00becd","000000","","",""
"1012-111209","1012-ARR","55","Gulpen via Ubachsberg - Heerlen","","3","","00becd","000000","","",""
"1012-111210","1012-ARR","56","Valkenburg via Hoensbroek - Brunssum","","3","","00becd","000000","","",""
"1012-111211","1012-ARR","57","Maastricht via Epen - Gulpen","","3","","00becd","000000","","",""
"1012-111212","1012-ARR","59","Mamelis via Vijlen - Vaals","","3","","00becd","000000","","",""
"1012-111213","1012-ARR","1","Hoensbroek via Heerlen - Bleijerheide","","3","","ff00ff","000000","","",""
"1012-111214","1012-ARR","2","Brunssum/Hoensbroek via Heerlen - Bleijerheide","","3","","800080","ffffff","","",""
"1012-111215","1012-ARR","3","Schinveld via Brunssum - Heerlen","","3","","339966","000000","","",""
"1012-111216","1012-ARR","4","Hoensbroek via Heerlen - Parkstad Stadion","","3","","ffcc00","000000","","",""
"1012-111217","1012-ARR","5","Heerlen via Landgraaf - Parkstad Stadion","","3","","0000ff","ffffff","","",""
"1012-111218","1012-ARR","6","Kerkrade via Eygelshoven - Heerlen","","3","","00ffff","000000","","",""
"1012-111219","1012-ARR","7","Ubach over Worms via Heerlen - Zuyderland Mc","","3","","ffff00","000000","","",""
"1012-111220","1012-ARR","8","Ubach over Worms - Heerlen","","3","","7570b3","000000","","",""
"1012-111221","1012-ARR","9","Kerkrade via Luckerheide - Landgraaf Station","","3","","99cc00","000000","","",""
"1012-111222","1012-ARR","10","Heerlen via Parkstad Stadion - Avantis","","3","","ff0000","000000","","",""
"1012-111223","1012-ARR","259","Vaals Drielandenpunt - Vaals Busstation","","3","","00becd","000000","","",""
"1012-111224","1012-ARR","321","Heerlen via Neerbeek - Beek","","3","","00becd","000000","","",""
"1012-111225","1012-ARR","322","Heerlen via Chemelot - Beek","","3","","00becd","000000","","",""
"1012-111226","1012-ARR","332","Sittard via Chemelot - Beek","","3","","00becd","000000","","",""
"1012-111227","1012-ARR","350","Maastricht via Gulpen - Aachen","","3","","0000ff","ffffff","","",""
"1012-111228","1012-ARR","1","Sittard Station via Baandert - Kemperkoul","","3","","ff00ff","000000","","",""
"1012-111229","1012-ARR","2","Sittard Station via Stadhuis - Kemperkoul","","3","","800080","ffffff","","",""
"1012-111230","1012-ARR","3","Sittard via Lindenheuvel - Geleen","","3","","339966","000000","","",""
"1012-111231","1012-ARR","4","Sittard via Munstergeleen - Geleen","","3","","ffcc00","000000","","",""
"1012-111251","1012-ARR","723","Landgraaf Station - Ubach Palenberg","","3","","00becd","000000","","",""
"1012-111252","1012-ARR","791","Meerssen via Valkenburg - Eijsden","","3","","00becd","000000","","",""
"1012-111253","1012-ARR","797","Beek-Elsloo via Geulle - Meerssen","","3","","00becd","000000","","",""
"1012-111254","1012-ARR","SB3","Geilenkirchen - Sittard","","3","","00becd","000000","","",""
"1012-111374","1012-ARR","60","Echt - Maria Hoop","","3","","00becd","000000","","",""
"1012-111375","1012-ARR","61","Roermond via Montfort - Echt","","3","","00becd","000000","","",""
"1012-111376","1012-ARR","62","Roermond via Herkenbosch - Roermond.","","3","","00becd","000000","","",""
"1012-111377","1012-ARR","63","Roermond via Posterholt - Roermond.","","3","","00becd","000000","","",""
"1012-111378","1012-ARR","66","Venlo via Reuver - Roermond","","3","","00becd","000000","","",""
"1012-111379","1012-ARR","67","Roermond via Linne - Echt","","3","","00becd","000000","","",""
"1012-111380","1012-ARR","68","Roermond via Stevensweert - Echt","","3","","00becd","000000","","",""
"1012-111381","1012-ARR","70","Venlo via Meijel - Weert","","3","","00becd","000000","","",""
"1012-111382","1012-ARR","71","Weert via Roggel - Meijel","","3","","00becd","000000","","",""
"1012-111383","1012-ARR","72","Roermond via Panningen - Venlo","","3","","00becd","000000","","",""
"1012-111384","1012-ARR","73","Roermond - Weert","","3","","00becd","000000","","",""
"1012-111385","1012-ARR","74","Nederweert via Weert - Stramproy","","3","","00becd","000000","","",""
"1012-111386","1012-ARR","75","Meijel - Roermond","","3","","00becd","000000","","",""
"1012-111387","1012-ARR","76","Maasbracht - Ell","","3","","00becd","000000","","",""
"1012-111388","1012-ARR","77","Venlo via Kessel - Roermond","","3","","00becd","000000","","",""
"1012-111389","1012-ARR","78","Baarlo - Grashoek","","3","","00becd","000000","","",""
"1012-111390","1012-ARR","79","Horst/Sevenum - Panningen","","3","","00becd","000000","","",""
"1012-111391","1012-ARR","80","Venray Station via Venray Centrum - Deurne","","3","","00becd","000000","","",""
"1012-111392","1012-ARR","81","Venray via Wanssum - Well","","3","","00becd","000000","","",""
"1012-111393","1012-ARR","83","Nijmegen - Venlo","","3","","00becd","000000","","",""
"1012-111394","1012-ARR","84","Boxmeer - Gennep","","3","","00becd","000000","","",""
