"route_id","agency_id","route_short_name","route_long_name","route_desc","route_type","route_url","route_color","route_text_color","route_sort_order","continuous_pickup","continuous_drop_off"
"1012-104288","1012-ALLGO","322","Lijn 322 Parkwijk - Amstel","","3","","e00713","ffffff","","",""
"1012-104290","1012-ALLGO","327","Lijn 327 Haven - Amstel","","3","","e00713","ffffff","","",""
"1012-104291","1012-ALLGO","330","Lijn 330 Almere Buiten - A'dam Bijlmer Arena","","3","","e00713","ffffff","","",""
"1012-104292","1012-ALLGO","N22","Lijn N22 Leidseplein - Poort - Almere Buiten","","3","","f59c00","000000","","",""
"1012-104293","1012-ALLGO","N23","Lijn N23 A'dam CS - Filmwijk - Almere Centrum","","3","","e00713","ffffff","","",""
"1012-104294","1012-ALLGO","M1","Lijn M1 CS - Almere Haven","","3","","0067a7","ffffff","","",""
"1012-104295","1012-ALLGO","M2","Lijn M2 CS - Stripheldenbuurt","","3","","0ba13b","ffffff","","",""
"1012-104296","1012-ALLGO","M3","Lijn M3 CS - Muziekwijk","","3","","e00713","ffffff","","",""
"1012-104297","1012-ALLGO","M4","Lijn M4 CS - Almere Poort","","3","","fdc300","000000","","",""
"1012-104298","1012-ALLGO","M5","Lijn M5 CS - Sallandsekant via Danswijk","","3","","f59c00","000000","","",""
"1012-104299","1012-ALLGO","M6","Lijn M6 CS - Noorderplassen","","3","","007a86","ffffff","","",""
"1012-104300","1012-ALLGO","M7","Lijn M7 CS - Oostvaarders via Parkwijk","","3","","912e7b","ffffff","","",""
"1012-104301","1012-ALLGO","M8","Lijn M8 CS - Nobelhorst","","3","","cdd500","000000","","",""
"1012-104302","1012-ALLGO","22","Lijn 22 Station Buiten - De Vaart","","3","","858c96","ffffff","","",""
"1012-104303","1012-ALLGO","24","Lijn 24 Station Poort - Duin","","3","","858c96","ffffff","","",""
"1012-111061","1012-ALLGO","326","Lijn 326 Almere Stad - Blaricum P+R","","3","","e00713","ffffff","","",""
"1012-100826","1012-ARR","620","Weener - Leer","","3","","","","","",""
"1012-100827","1012-ARR","401","Groningen - Leer","","3","","","","","",""
"1012-103284","1012-ARR","7011","Aalsum - Dokkum, Busstation","","3","","a7398f","ffffff","","",""
"1012-103285","1012-ARR","7012","Aalsum - Dokkum, Sionsberg","","3","","4ec5ae","000000","","",""
"1012-103286","1012-ARR","7021","Ezumazijl - Dokkum, Busstation","","3","","dd06fe","000000","","",""
"1012-103287","1012-ARR","7022","Ezumazijl - Dokkum, Sionsberg","","3","","e1be3e","000000","","",""
"1012-103288","1012-ARR","7031","Oostrum - Dokkum, Busstation","","3","","4530f2","ffffff","","",""
"1012-103289","1012-ARR","7032","Oostrum - Dokkum, Sionsberg","","3","","604852","ffffff","","",""
"1012-103290","1012-ARR","7041","Hantumhuizen - Dokkum, Busstation","","3","","b899d7","000000","","",""
"1012-103291","1012-ARR","7042","Hantumhuizen - Dokkum, Sionsberg","","3","","abd8fd","000000","","",""
"1012-103292","1012-ARR","7043","Hantumhuizen - Holwerd, Prov. weg","","3","","d5f2a3","000000","","",""
"1012-103293","1012-ARR","7051","Hantumeruitburen - Dokkum, Busstation","","3","","19f7a0","000000","","",""
"1012-103294","1012-ARR","7052","Hantumeruitburen - Dokkum, Sionsberg","","3","","cd96b2","000000","","",""
"1012-103295","1012-ARR","7053","Hantumeruitburen - Holwerd, Prov. weg","","3","","5ca46b","000000","","",""
"1012-103296","1012-ARR","7061","Hiaure - Dokkum, Busstation","","3","","c4eb4b","000000","","",""
"1012-103297","1012-ARR","7062","Hiaure - Dokkum, Sionsberg","","3","","138e0d","000000","","",""
"1012-103298","1012-ARR","7063","Hiaure - Holwerd, Prov. Weg","","3","","3d0b0b","ffffff","","",""
"1012-103300","1012-ARR","7081","Sibrandahûs - Dokkum, Busstation","","3","","7915da","ffffff","","",""
"1012-103301","1012-ARR","7082","Sibrandahûs - Dokkum, Sionsberg","","3","","92f8fc","000000","","",""
"1012-103302","1012-ARR","7083","Sibrandahûs - Oentsjerk","","3","","8e9fef","000000","","",""
"1012-103303","1012-ARR","7084","Sibrandahûs - Ferwert, Prov. weg","","3","","c8b581","000000","","",""
"1012-103304","1012-ARR","7091","Raard - Dokkum, Busstation","","3","","24d65a","000000","","",""
"1012-103305","1012-ARR","7092","Raard - Dokkum, Sionsberg","","3","","02c496","000000","","",""
"1012-103306","1012-ARR","7093","Raard - Oentsjerk","","3","","983004","ffffff","","",""
"1012-103307","1012-ARR","7094","Raard - Ferwert, Prov. weg","","3","","524d22","ffffff","","",""
"1012-103308","1012-ARR","7101","Lichtaard - Dokkum, Busstation","","3","","d5d7ef","000000","","",""
"1012-103309","1012-ARR","7102","Lichtaard - Dokkum, Sionsberg","","3","","9aafdb","000000","","",""
"1012-103310","1012-ARR","7103","Lichtaard - Oentsjerk","","3","","f22c3a","000000","","",""
"1012-103311","1012-ARR","7104","Lichtaard - Ferwert, Prov. weg","","3","","a3ffde","000000","","",""
"1012-103312","1012-ARR","7111","Reitsum - Dokkum, Busstation","","3","","bf749c","000000","","",""
"1012-103313","1012-ARR","7112","Reitsum - Dokkum, Sionsberg","","3","","7caedf","000000","","",""
"1012-103314","1012-ARR","7113","Reitsum - Oentsjerk","","3","","8efa92","000000","","",""
"1012-103315","1012-ARR","7114","Reitsum - Ferwert, Prov. weg","","3","","cf8f7e","000000","","",""
"1012-103316","1012-ARR","7121","Jannum - Dokkum, Busstation","","3","","ed85bb","000000","","",""
"1012-103317","1012-ARR","7122","Jannum - Dokkum, Sionsberg","","3","","3fe37f","000000","","",""
"1012-103318","1012-ARR","7123","Jannum - Oentsjerk","","3","","ea9ca3","000000","","",""
"1012-103319","1012-ARR","7124","Jannum - Ferwert, Prov. weg","","3","","b58da8","000000","","",""
"1012-103320","1012-ARR","7131","Jislum - Dokkum, Busstation","","3","","9f6a22","ffffff","","",""
"1012-103321","1012-ARR","7132","Jislum - Dokkum, Sionsberg","","3","","f6dc38","000000","","",""
"1012-103322","1012-ARR","7133","Jislum - Oentsjerk","","3","","d8c6da","000000","","",""
"1012-103323","1012-ARR","7134","Jislum - Ferwert, Prov. weg","","3","","03cdef","000000","","",""
"1012-103324","1012-ARR","7141","Wanswert - Dokkum, Busstation","","3","","34c1b2","000000","","",""
"1012-103325","1012-ARR","7142","Wanswert - Dokkum, Sionsberg","","3","","7612bc","ffffff","","",""
"1012-103326","1012-ARR","7143","Wanswert - Oentsjerk","","3","","ee3009","000000","","",""
"1012-103327","1012-ARR","7144","Wanswert - Ferwert, Prov. weg","","3","","2b2e01","ffffff","","",""
"1012-103328","1012-ARR","7151","Burdaard - Dokkum, Busstation","","3","","32dec0","000000","","",""
"1012-103329","1012-ARR","7152","Burdaard - Dokkum, Sionsberg","","3","","85aa8d","000000","","",""
"1012-103330","1012-ARR","7153","Burdaard - Oentsjerk","","3","","5c5fae","ffffff","","",""
"1012-103331","1012-ARR","7154","Burdaard - Ferwert, Prov. weg","","3","","a6484b","ffffff","","",""
"1012-103332","1012-ARR","7161","Ginnum - Dokkum, Busstation","","3","","ae1c03","ffffff","","",""
"1012-103333","1012-ARR","7162","Ginnum - Dokkum, Sionsberg","","3","","498b90","000000","","",""
"1012-103334","1012-ARR","7163","Ginnum - Oentsjerk","","3","","d286ab","000000","","",""
"1012-103335","1012-ARR","7164","Ginnum - Ferwert, Prov. weg","","3","","8cee90","000000","","",""
"1012-103336","1012-ARR","7171","Hegebeintum - Dokkum, Busstation","","3","","b9f59a","000000","","",""
"1012-103337","1012-ARR","7172","Hegebeintum - Dokkum, Sionsberg","","3","","5296a2","000000","","",""
"1012-103338","1012-ARR","7173","Hegebeintum - Oentsjerk","","3","","aea710","000000","","",""
"1012-103339","1012-ARR","7174","Hegebeintum - Ferwert, Prov. weg","","3","","5964a2","ffffff","","",""
"1012-103340","1012-ARR","7181","De Falom - Dokkum, Busstation","","3","","cd2012","ffffff","","",""
"1012-103341","1012-ARR","7182","De Falom - Dokkum, Sionsberg","","3","","7046b6","ffffff","","",""
"1012-103342","1012-ARR","7183","De Falom - Feanwâlden, Station","","3","","52f297","000000","","",""
"1012-103343","1012-ARR","7191","Bornwird - Dokkum, Busstation","","3","","ca40bb","000000","","",""
"1012-103344","1012-ARR","7192","Bornwird - Dokkum, Sionsberg","","3","","bc26c4","ffffff","","",""
"1012-103345","1012-ARR","7193","Bornwird - Holwerd, Prov. weg","","3","","be0be9","ffffff","","",""
"1012-103346","1012-ARR","7201","Foudgum - Dokkum, Busstation","","3","","5dd9a9","000000","","",""
"1012-103347","1012-ARR","7202","Foudgum - Dokkum, Sionsberg","","3","","e31cc4","000000","","",""
"1012-103348","1012-ARR","7203","Foudgum - Holwerd, Prov. weg","","3","","9bdddc","000000","","",""
"1012-103349","1012-ARR","7211","Brantgum - Dokkum, Busstation","","3","","b0c1d0","000000","","",""
"1012-103350","1012-ARR","7212","Brantgum - Dokkum, Sionsberg","","3","","058997","000000","","",""
"1012-103351","1012-ARR","7213","Brantgum - Holwerd, Prov. weg","","3","","bc66e5","000000","","",""
"1012-103352","1012-ARR","7221","Waaxens - Dokkum, Busstation","","3","","b9f413","000000","","",""
"1012-103353","1012-ARR","7222","Waaxens - Dokkum, Sionsberg","","3","","8816a7","ffffff","","",""
"1012-103354","1012-ARR","7223","Waaxens - Holwerd, Prov. weg","","3","","94c57c","000000","","",""
"1012-103355","1012-ARR","7231","Niawier - Dokkum, Busstation","","3","","84a2e2","000000","","",""
"1012-103356","1012-ARR","7232","Niawier - Dokkum, Sionsberg","","3","","e2190e","ffffff","","",""
"1012-103357","1012-ARR","7241","Oosternijkerk, Nijkerk - Dokkum, Busstation","","3","","d87dd7","000000","","",""
"1012-103358","1012-ARR","7242","Oosternijkerk, Nijkerk - Dokkum, Sionsberg","","3","","b790da","000000","","",""
"1012-103359","1012-ARR","7251","Wierum - Dokkum, Busstation","","3","","951f4e","ffffff","","",""
"1012-103360","1012-ARR","7252","Wierum - Dokkum, Sionsberg","","3","","e280ae","000000","","",""
"1012-103361","1012-ARR","7261","Nes, Buorren - Dokkum, Busstation","","3","","bc0a46","ffffff","","",""
"1012-103362","1012-ARR","7262","Nes Buorren - Dokkum, Sionsberg","","3","","30737f","ffffff","","",""
"1012-103363","1012-ARR","7271","Moddergat - Dokkum, Busstation","","3","","e35f29","000000","","",""
"1012-103364","1012-ARR","7272","Moddergat - Dokkum, Sionsberg","","3","","53e866","000000","","",""
"1012-103365","1012-ARR","7273","Moddergat - Lauwersoog, Veerhaven","","3","","68baed","000000","","",""
"1012-103366","1012-ARR","7281","Paesens - Dokkum, Busstation","","3","","bc74b4","000000","","",""
"1012-103367","1012-ARR","7282","Paesens - Dokkum, Sionsberg","","3","","79c333","000000","","",""
"1012-103368","1012-ARR","7283","Paesens - Lauwersoog, Veerhaven","","3","","af13ac","ffffff","","",""
"1012-103369","1012-ARR","7291","Lioessens - Dokkum, Busstation","","3","","3d67ec","ffffff","","",""
"1012-103370","1012-ARR","7292","Lioessens - Dokkum, Sionsberg","","3","","af9822","000000","","",""
"1012-103371","1012-ARR","7293","Lioessens - Lauwersoog, Veerhaven","","3","","2404e1","ffffff","","",""
"1012-103372","1012-ARR","7301","Morra - Dokkum, Busstation","","3","","5c2a3f","ffffff","","",""
"1012-103373","1012-ARR","7302","Morra - Dokkum, Sionsberg","","3","","0e6d93","ffffff","","",""
"1012-103374","1012-ARR","7303","Morra - Lauwersoog, Veerhaven","","3","","9ce708","000000","","",""
"1012-103375","1012-ARR","7311","Oostmahorn, Esonstad - Dokkum, Busstation","","3","","417726","ffffff","","",""
"1012-103376","1012-ARR","7312","Oostmahorn, Esonstad - Dokkum, Sionsberg","","3","","e61a87","000000","","",""
"1012-103377","1012-ARR","7313","Oostmahorn, Esonstad - Lauwersoog, Veerhaven","","3","","808eeb","000000","","",""
"1012-103378","1012-ARR","7321","Driezum, Nijewei - Dokkum, Busstation","","3","","e8a282","000000","","",""
"1012-103379","1012-ARR","7322","Driezum, Nijewei - Dokkum, Sionsberg","","3","","1cd00f","000000","","",""
"1012-103380","1012-ARR","7323","Driezum, Nijewei - Buitenpost, Station","","3","","7a8f0e","000000","","",""
"1012-103381","1012-ARR","7331","Wâlterswâld - Dokkum, Busstation","","3","","9fde81","000000","","",""
"1012-103382","1012-ARR","7332","Wâlterswâld - Dokkum, Sionsberg","","3","","d63c49","000000","","",""
"1012-103383","1012-ARR","7333","Wâlterswâld - Buitenpost, Station","","3","","d9b781","000000","","",""
"1012-103384","1012-ARR","7341","Westergeest - Dokkum, Busstation","","3","","71d057","000000","","",""
"1012-103385","1012-ARR","7342","Westergeest - Dokkum, Sionsberg","","3","","ba0793","ffffff","","",""
"1012-103386","1012-ARR","7343","Westergeest - Buitenpost, Station","","3","","8b69b3","000000","","",""
"1012-103387","1012-ARR","7351","Ternaard, Stationsweg - Dokkum, Busstation","","3","","ba495d","ffffff","","",""
"1012-103388","1012-ARR","7352","Ternaard, Stationsweg - Dokkum, Sionsberg","","3","","f39226","000000","","",""
"1012-103389","1012-ARR","7353","Ternaard, Stationsweg - Holwerd, Prov. weg","","3","","f141de","000000","","",""
"1012-103390","1012-ARR","7361","Hantum - Dokkum, Busstation","","3","","4b06bf","ffffff","","",""
"1012-103391","1012-ARR","7362","Hantum - Dokkum, Sionsberg","","3","","347737","ffffff","","",""
"1012-103392","1012-ARR","7363","Hantum - Holwerd, Prov. weg","","3","","26586f","ffffff","","",""
"1012-103393","1012-ARR","7371","Wetsens - Dokkum, Busstation","","3","","b22cfd","000000","","",""
"1012-103394","1012-ARR","7372","Wetsens - Dokkum, Sionsberg","","3","","4e1323","ffffff","","",""
"1012-103395","1012-ARR","7381","Metslawier - Dokkum, Busstation","","3","","c026d9","ffffff","","",""
"1012-103396","1012-ARR","7382","Metslawier - Dokkum, Sionsberg","","3","","6d25f9","ffffff","","",""
"1012-103397","1012-ARR","7383","Metslawier - Buitenpost, Station","","3","","c1b393","000000","","",""
"1012-103398","1012-ARR","7391","Engwierum - Dokkum, Busstation","","3","","0e196c","ffffff","","",""
"1012-103399","1012-ARR","7392","Engwierum - Dokkum, Sionsberg","","3","","6e7cd4","000000","","",""
"1012-103400","1012-ARR","7393","Engwierum - Buitenpost, Station","","3","","281cd4","ffffff","","",""
"1012-103401","1012-ARR","7401","Ee - Dokkum, Busstation","","3","","990680","ffffff","","",""
"1012-103402","1012-ARR","7402","Ee - Dokkum, Sionsberg","","3","","e5eb1f","000000","","",""
"1012-103403","1012-ARR","7403","Ee - Buitenpost, Station","","3","","75abac","000000","","",""
"1012-103404","1012-ARR","7411","Jouswier - Dokkum, Busstation","","3","","109623","000000","","",""
"1012-103405","1012-ARR","7412","Jouswier - Dokkum, Sionsberg","","3","","d3138b","ffffff","","",""
"1012-103406","1012-ARR","7413","Jouswier - Buitenpost, Station","","3","","2d8077","ffffff","","",""
"1012-103410","1012-ARR","7501","Mûnein - Oentsjerk","","3","","cd3977","ffffff","","",""
"1012-103411","1012-ARR","7511","Readtsjerk - Oentsjerk","","3","","013d37","ffffff","","",""
"1012-103412","1012-ARR","7521","Kollumerpomp, 't Trefpunt - Grijpskerk, Station","","3","","0285aa","000000","","",""
"1012-103413","1012-ARR","7522","Kollumerpomp, 't Trefpunt - Buitenpost, Station","","3","","1f5553","ffffff","","",""
"1012-103414","1012-ARR","7531","Warfstermolen, De Warf - Grijpskerk, Station","","3","","777e97","000000","","",""
"1012-103415","1012-ARR","7532","Warfstermolen, De Warf - Buitenpost, Station","","3","","8a9435","000000","","",""
"1012-103416","1012-ARR","7541","Munnekezijl, Kerkstraat - Grijpskerk, Station","","3","","f94491","000000","","",""
"1012-103417","1012-ARR","7542","Munnekezijl, Kerkstraat - Buitenpost, Station","","3","","1fbac1","000000","","",""
"1012-103418","1012-ARR","7551","Burum, Waardshiem - Grijpskerk, Station","","3","","baf5bc","000000","","",""
"1012-103419","1012-ARR","7552","Burum, Waardshiem - Buitenpost, Station","","3","","6040d1","ffffff","","",""
"1012-103420","1012-ARR","7561","Augsbuurt, Lutjewoude - Buitenpost, Station","","3","","80c7e7","000000","","",""
"1012-103421","1012-ARR","7571","Veenklooster - Buitenpost","","3","","e3922d","000000","","",""
"1012-103422","1012-ARR","7581","Kollumerzwaag - Buitenpost","","3","","0fb198","000000","","",""
"1012-103423","1012-ARR","7591","Triemen - Buitenpost, Station","","3","","5476ed","000000","","",""
"1012-103424","1012-ARR","7601","Oudwoude - Buitenpost, Station","","3","","5d78fd","000000","","",""
"1012-103425","1012-ARR","7611","Kollum, De Colle - Buitenpost, Station","","3","","b51ec1","ffffff","","",""
"1012-103426","1012-ARR","7621","Kollumerpomp - Buitenpost, Station","","3","","6d41e9","ffffff","","",""
"1012-103429","1012-ARR","7701","Zwagerbosch - De Westereen, Station","","3","","b67767","000000","","",""
"1012-103430","1012-ARR","7711","Miedum - Leeuwarden, Station","","3","","6ad4fb","000000","","",""
"1012-103431","1012-ARR","7721","Lekkum - Leeuwarden, Station","","3","","5c55bc","ffffff","","",""
"1012-103432","1012-ARR","7741","Warstiens - Leeuwarden, Station","","3","","034927","ffffff","","",""
"1012-103433","1012-ARR","7751","Wyns - Leeuwarden, Station","","3","","db8aec","000000","","",""
"1012-103434","1012-ARR","7761","Swichum - Leeuwarden, Station","","3","","8ecbd2","000000","","",""
"1012-103435","1012-ARR","7771","Goutum, It Blauwe Slot - Leeuwarden, Station","","3","","b748db","000000","","",""
"1012-103436","1012-ARR","7811","Wytgaard - Leeuwarden, Station","","3","","44a038","000000","","",""
"1012-103437","1012-ARR","7821","De Hemrik - Leeuwarden, St. Camminghaburen","","3","","7179fe","000000","","",""
"1012-103438","1012-ARR","7901","Oudebildtzijl - Stiens","","3","","1aeb28","000000","","",""
"1012-103439","1012-ARR","7902","Oudebildtzijl - Sint Annaparochie","","3","","07e7a3","000000","","",""
"1012-103440","1012-ARR","7911","Alde Leie - Stiens","","3","","94a1a0","000000","","",""
"1012-103441","1012-ARR","7912","Alde Leie - Sint Annaparochie","","3","","56f86a","000000","","",""
"1012-103442","1012-ARR","7921","Nij Altoenae - Sint Annaparochie","","3","","e78d3d","000000","","",""
"1012-103443","1012-ARR","7931","Sint Jacobiparochie, Westhoek - Sint Annaparochie","","3","","b95e39","000000","","",""
"1012-103444","1012-ARR","7941","Firdgum - Sint Annaparochie","","3","","e60294","000000","","",""
"1012-103445","1012-ARR","7942","Firdgum - Franeker, Voorstraat","","3","","7fe1e8","000000","","",""
"1012-103446","1012-ARR","7943","Firdgum - Franeker, Station","","3","","86fab8","000000","","",""
"1012-103447","1012-ARR","7951","Dronryp, Breggebuorren - Dronryp, Hoek Dronryp","","3","","5d5374","ffffff","","",""
"1012-103448","1012-ARR","7952","Dronryp, Breggebuorren - Dronryp, Station","","3","","c90756","ffffff","","",""
"1012-103449","1012-ARR","7961","Peins - Dronryp, Hoek Dronryp","","3","","cfb2bd","000000","","",""
"1012-103450","1012-ARR","7962","Peins - Franeker, Voorstraat","","3","","040aa2","ffffff","","",""
"1012-103451","1012-ARR","7963","Peins - Franeker, Station","","3","","5e21a1","ffffff","","",""
"1012-103452","1012-ARR","7971","Ried - Dronryp, Hoek Dronryp","","3","","430924","ffffff","","",""
"1012-103453","1012-ARR","7972","Ried - Franeker, Voorstraat","","3","","3d3415","ffffff","","",""
"1012-103454","1012-ARR","7973","Ried - Franeker, Station","","3","","8c5df9","000000","","",""
"1012-103455","1012-ARR","7981","Skingen - Dronryp, Hoek Dronryp","","3","","b45611","ffffff","","",""
"1012-103456","1012-ARR","7982","Skingen - Franeker, Voorstraat","","3","","1f0899","ffffff","","",""
"1012-103457","1012-ARR","7983","Skingen - Franeker, Station","","3","","7c0c61","ffffff","","",""
"1012-103458","1012-ARR","7991","Slappeterp - Dronryp, Hoek Dronryp","","3","","4c1351","ffffff","","",""
"1012-103459","1012-ARR","7992","Slappeterp - Franeker, Voorstraat","","3","","621f4b","ffffff","","",""
"1012-103460","1012-ARR","7993","Slappeterp - Franeker, Station","","3","","f78f24","000000","","",""
"1012-103461","1012-ARR","8001","Blessum - Dronryp, Hoek Dronryp","","3","","e1ebe3","000000","","",""
"1012-103462","1012-ARR","8002","Blessum - Deinum, Station","","3","","c6f90f","000000","","",""
"1012-103463","1012-ARR","8011","Hilaard - Dronryp, Hoek Dronryp","","3","","9d32b2","ffffff","","",""
"1012-103464","1012-ARR","8012","Hilaard - Deinum, Station","","3","","1c609f","ffffff","","",""
"1012-103465","1012-ARR","8021","Baijum - Dronryp, Hoek Dronryp","","3","","812779","ffffff","","",""
"1012-103466","1012-ARR","8022","Baijum - Dronryp, Station","","3","","ad4017","ffffff","","",""
"1012-103467","1012-ARR","8023","Baijum - Winsum, Busstation","","3","","83cc6a","000000","","",""
"1012-103468","1012-ARR","8031","Schalsum - Franeker, Voorstraat","","3","","514b49","ffffff","","",""
"1012-103469","1012-ARR","8032","Schalsum - Franeker, Station","","3","","ac339b","ffffff","","",""
"1012-103470","1012-ARR","8041","Boer - Franeker, Voorstraat","","3","","585afd","ffffff","","",""
"1012-103471","1012-ARR","8042","Boer - Franeker, Station","","3","","f6d142","000000","","",""
"1012-103472","1012-ARR","8051","Dongjum, Tzummarumerweg - Franeker, Voorstraat","","3","","bc663b","000000","","",""
"1012-103473","1012-ARR","8052","Dongjum, Tzummarumerweg - Franeker, Station","","3","","68d1c2","000000","","",""
"1012-103474","1012-ARR","8061","Herbaijum - Franeker, Voorstraat","","3","","2636ab","ffffff","","",""
"1012-103475","1012-ARR","8062","Herbaijum - Franeker, Station","","3","","96937f","000000","","",""
"1012-103476","1012-ARR","8071","Hitzum - Franeker, Voorstraat","","3","","88c64f","000000","","",""
"1012-103477","1012-ARR","8072","Hitzum - Franeker, Station","","3","","b65725","ffffff","","",""
"1012-103478","1012-ARR","8081","Tzum, Vrijburgstraat - Franeker, Voorstraat","","3","","5efc5b","000000","","",""
"1012-103479","1012-ARR","8082","Tzum, Vrijburgstraat - Franeker, Station","","3","","dd1833","ffffff","","",""
"1012-103480","1012-ARR","8083","Tzum, Vrijburgstraat - Winsum, Busstation","","3","","311d4e","ffffff","","",""
"1012-103481","1012-ARR","8091","Wjelsryp - Franeker, Voorstraat","","3","","e81d55","000000","","",""
"1012-103482","1012-ARR","8092","Wjelsryp - Franeker Station","","3","","b6275f","ffffff","","",""
"1012-103483","1012-ARR","8093","Wjelsryp - Winsum, Busstation","","3","","abcc40","000000","","",""
"1012-103484","1012-ARR","8101","Achlum, Jonkerschap - Franeker, Voorstraat","","3","","754e63","ffffff","","",""
"1012-103485","1012-ARR","8102","Achlum, Jonkerschap - Franeker, Station","","3","","cf66b5","000000","","",""
"1012-103486","1012-ARR","8103","Achlum, Jonkerschap - Harlingen, Station","","3","","838b61","000000","","",""
"1012-103487","1012-ARR","8104","Achlum, Jonkerschap - Harlingen, Zorgplein","","3","","bb6512","000000","","",""
"1012-103488","1012-ARR","8111","Pingjum - Harlingen, Station","","3","","15fc71","000000","","",""
"1012-103489","1012-ARR","8112","Pingjum - Harlingen, Zorgplein","","3","","daab6f","000000","","",""
"1012-103490","1012-ARR","8113","Pingjum - Kop Afsluitdijk","","3","","5b1745","ffffff","","",""
"1012-103491","1012-ARR","8121","Wijnaldum - Harlingen, Station","","3","","ef01a9","000000","","",""
"1012-103492","1012-ARR","8122","Wijnaldum - Harlingen, Zorgplein","","3","","b272bb","000000","","",""
"1012-103493","1012-ARR","8131","Jellum - Deinum, Station","","3","","1aa9d1","000000","","",""
"1012-103494","1012-ARR","8132","Jellum - Mantgum, Station","","3","","78107d","ffffff","","",""
"1012-103495","1012-ARR","8141","Bears - Deinum, Station","","3","","0cafc2","000000","","",""
"1012-103496","1012-ARR","8142","Bears - Mantgum, Station","","3","","63ca12","000000","","",""
"1012-103497","1012-ARR","8151","Leons - Mantgum, Station","","3","","a476b8","000000","","",""
"1012-103498","1012-ARR","8152","Leons - Winsum, Busstation","","3","","9805f6","ffffff","","",""
"1012-103499","1012-ARR","8161","Baard - Mantgum, Station","","3","","32bb02","000000","","",""
"1012-103500","1012-ARR","8162","Baard - Winsum, Busstation","","3","","778783","000000","","",""
"1012-103501","1012-ARR","8171","Britswert, Froonackerdyk - Mantgum, Station","","3","","792bca","ffffff","","",""
"1012-103502","1012-ARR","8172","Britswert, Froonackerdyk - Winsum, Busstation","","3","","1c467d","ffffff","","",""
"1012-103503","1012-ARR","8181","Raerd, Selânswei - Mantgum, Station","","3","","561ba4","ffffff","","",""
"1012-103504","1012-ARR","8182","Raerd, Selânswei - Grou, Station","","3","","5ffbe0","000000","","",""
"1012-103505","1012-ARR","8191","Easterwierrum - Mantgum, Station","","3","","fa6390","000000","","",""
"1012-103506","1012-ARR","8201","Jorwert, Hoek - Mantgum, Station","","3","","39a360","000000","","",""
"1012-103507","1012-ARR","8211","Weidum, Sânpaed - Mantgum, Station","","3","","d4958a","000000","","",""
"1012-103508","1012-ARR","8221","Wiuwert - Mantgum, Station","","3","","b422e1","ffffff","","",""
"1012-103509","1012-ARR","8231","Dearsum - Mantgum, Station","","3","","9999c7","000000","","",""
"1012-103510","1012-ARR","8232","Dearsum - Sneek, Busstation","","3","","571b81","ffffff","","",""
"1012-103511","1012-ARR","8241","Boazum - Mantgum, Station","","3","","5a3603","ffffff","","",""
"1012-103512","1012-ARR","8242","Boazum - Sneek, Busstation","","3","","c1fbeb","000000","","",""
"1012-103513","1012-ARR","8251","Easterlittens - Winsum, Busstation","","3","","6d1538","ffffff","","",""
"1012-103514","1012-ARR","8261","Spannum - Winsum, Busstation","","3","","e52711","000000","","",""
"1012-103515","1012-ARR","8271","Winsum, Kleasterdyk - Winsum, Busstation","","3","","724eb9","ffffff","","",""
"1012-103516","1012-ARR","8301","Grou, Parkstraat - Grou, Station","","3","","8e0e53","ffffff","","",""
"1012-103517","1012-ARR","8311","Idaerd, Rijksweg - Grou, Station","","3","","3327e6","ffffff","","",""
"1012-103518","1012-ARR","8321","Reduzum - Grou, Station","","3","","4ce9b1","000000","","",""
"1012-103519","1012-ARR","8331","Eagum - Grou, Station","","3","","5842dd","ffffff","","",""
"1012-103520","1012-ARR","8341","Friens - Grou, Station","","3","","c0e83f","000000","","",""
"1012-103521","1012-ARR","8351","Poppenwier - Grou, Station","","3","","60affb","000000","","",""
"1012-103522","1012-ARR","8352","Poppenwier - Sneek, Busstation","","3","","cb56d0","000000","","",""
"1012-103523","1012-ARR","8361","Tersoal, Nij Wigara - Grou, Station","","3","","6289e1","000000","","",""
"1012-103524","1012-ARR","8362","Tersoal, Nij Wigara - Sneek, Busstation","","3","","cc6f74","000000","","",""
"1012-103525","1012-ARR","8371","Sibrandabuorren - Grou, Station","","3","","113b85","ffffff","","",""
"1012-103526","1012-ARR","8372","Sibrandabuorren - Sneek, Busstation","","3","","8a3931","ffffff","","",""
"1012-103527","1012-ARR","8381","Jirnsum, Douwemastrjitte - Grou, Station","","3","","3d9c65","000000","","",""
"1012-103528","1012-ARR","8382","Jirnsum, Douwemastrjitte - Akkrum, Station","","3","","48b602","000000","","",""
"1012-103529","1012-ARR","8391","Terherne, Gravinnewei - Akkrum, Station","","3","","09c014","000000","","",""
"1012-103530","1012-ARR","8392","Terherne, Gravinnewei - Joure, Busstation","","3","","2b7f91","ffffff","","",""
"1012-103531","1012-ARR","8401","Nes, De Opsteker - Akkrum, Station","","3","","06d5a8","000000","","",""
"1012-103532","1012-ARR","8411","Vegelinsoord - Heerenveen, Busstation","","3","","d8a561","000000","","",""
"1012-103533","1012-ARR","8421","Rotstergaast - Heerenveen, Busstation","","3","","0b7d31","ffffff","","",""
"1012-103534","1012-ARR","8422","Rotstergaast - Joure, Busstation","","3","","8d626f","ffffff","","",""
"1012-103535","1012-ARR","8431","Haskerdijken - Heerenveen, Busstation","","3","","4350a6","ffffff","","",""
